20210504_Corbeil,Olink NPX Manager 2.2.3.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPX data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panel,Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022)
2-027,2.38811,2.77419,2.04278,0.69016,1.43653,5.45427,4.8795,2.18553,2.83983,1.64042,1.65847,3.04813,0.52405,4.05115,1.1901,3.77019,1.31857,-0.0217,0.29123,5.04367,1.67034,0.77542,3.23617,1.35645,3.19879,1.72426,-0.40351,2.04983,2.32201,3.06744,1.24663,2.27586,2.52974,8.35556,8.25278,3.41273,2.25732,0.16565,2.30844,-0.30289,2.55245,1.91629,3.74976,0.59354,2.3688,-1.01845,3.53295,2.18078,0.75477,4.96654,0.66467,2.33257,4.55813,-0.11442,2.8508,2.25353,2.18413,1.19388,1.07436,5.52898,2.00895,3.8883,1.09868,5.87429,0.60035,5.13852,0.6023,1.40056,3.51733,8.15733,1.76658,2.54213,0.92769,2.60433,2.71091,0.82693,0.51834,2.83415,2.29447,4.28303,3.22371,2.5902,2.79989,1.86294,0.85838,3.47729,-0.58472,2.71225,3.34655,2.33807,3.15226,2.57341,6.06117,12.79167,9.50856,2.59542,2.08957,2.08493,6.01646,4.27183,10.39698,7.09349,10.02986,3.15261,2.5795,12.16451,1.15151,7.33929,1.82089,8.48376,1.15204,6.07201,6.73575,0.51705,0.13827,6.64131,1.13409,10.49491,0.76437,6.87896,6.14713,9.89949,8.62797,2.04307,4.25338,14.72608,8.28002,6.04139,1.79479,1.25338,1.27952,15.42746,4.24331,4.14678,9.91254,1.41193,6.55518,1.95723,8.77438,5.3142,-0.03829,12.8843,4.92842,9.12184,6.55535,0.59935,0.93449,1.00869,9.70324,1.46702,2.11802,10.64264,5.95377,5.91373,9.30478,9.11138,9.96532,6.42338,0.58481,2.62914,1.85257,9.00486,6.51876,11.24999,1.52287,5.68968,8.19936,-0.63142,-0.18252,0.56414,9.04738,4.04259,5.64468,4.1793,6.50007,2.049,10.0773,6.81784,2.14495,3.83278,3.39764,5.58508,4.96274,10.05813,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
3-032,1.88226,1.58206,2.31647,1.07024,1.1249,7.52735,5.81543,2.35693,2.76711,1.3497,2.65146,2.2552,0.5688,4.42417,1.48311,3.9749,1.48274,-0.16217,0.11034,4.57103,1.32893,1.08365,3.85337,1.58043,4.06783,2.267,-0.77495,1.85595,2.01141,2.32206,2.74685,3.1493,2.74665,8.15042,8.28219,2.85043,2.19442,-0.08917,2.17548,-0.68057,2.8341,1.99596,4.35481,0.74266,3.74709,-0.87378,3.47202,1.40869,1.41109,4.89416,0.53573,2.6342,4.25905,-0.07082,4.70686,2.65637,3.33881,1.46261,1.22682,6.09687,2.25427,3.88245,0.89337,6.55461,1.06302,5.32755,1.03817,1.15447,3.76977,7.97762,3.03492,3.46949,1.00991,3.41466,2.72731,0.94033,1.45757,3.08069,2.8548,4.36544,3.72067,2.39225,2.75242,1.84743,1.1743,3.29935,-0.43065,3.18535,0.701,2.43065,2.96647,2.70299,6.48057,11.85143,9.21867,2.25845,2.11848,1.7841,6.06223,3.47902,10.19533,7.58211,9.80142,2.25842,2.80081,12.11988,1.71694,7.85835,2.29701,8.9055,1.07533,7.09055,7.28667,0.36793,-0.15867,6.19152,0.94687,9.74901,0.3713,7.01585,5.07815,10.01408,8.40982,2.37396,4.96797,15.04912,8.3357,5.82518,1.85184,0.78665,1.39561,14.69779,3.92158,6.32261,10.03745,1.00499,5.97546,1.23294,8.45147,5.56189,-0.14631,12.42158,6.02399,9.25693,7.09162,1.18306,0.34496,0.12738,9.40256,1.95157,2.78711,10.48234,6.19703,6.02179,9.03649,9.58953,10.083,7.30488,0.51251,2.61504,2.25335,9.01079,6.42126,11.44345,0.81333,7.0879,8.21127,-0.51081,0.19217,0.38375,9.77464,3.65897,6.7948,3.85509,7.14646,1.7866,9.54224,7.77836,3.19485,3.71645,0.75247,4.74626,5.69244,9.87869,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
3-007,3.43949,2.65864,3.73427,1.27191,1.8595,6.55728,6.42028,2.66424,3.60834,1.85331,3.15381,2.01128,0.70595,4.54294,1.86455,4.21223,1.87773,0.29592,0.09587,6.10951,1.37421,1.98223,5.03211,1.50307,3.64398,2.59671,0.17469,3.23853,3.04051,2.73143,1.88856,3.65316,3.05108,8.43649,8.31462,3.3497,3.80584,0.36671,1.69493,-1.079,3.79233,2.30093,4.13089,0.95204,2.94942,-1.15835,4.53326,1.75104,0.87931,5.61541,0.30295,3.49543,4.87667,2.53051,4.17985,3.11964,2.3273,1.65618,2.39849,6.11605,3.03991,4.85771,1.65439,6.07556,1.22459,5.30799,0.87444,1.39901,4.73247,8.00848,1.85225,2.62316,0.47805,3.41884,2.69503,1.26935,0.53869,2.91563,2.75924,4.29633,3.58009,2.7434,3.65325,1.69336,2.41527,3.00127,-0.65832,2.28347,1.193,2.1045,2.41415,2.42581,6.95487,12.38014,10.39928,2.67915,2.10781,1.73074,6.39111,3.69357,10.38069,7.42996,10.18483,2.08061,2.38241,13.25761,1.14106,7.62059,3.53191,8.5516,0.76488,6.76397,5.98215,0.50116,-0.62512,7.25639,0.91462,10.86119,0.13628,7.32774,6.01212,9.92964,8.61374,2.18242,5.25606,16.15667,8.51753,7.31849,1.52236,0.65044,1.33338,15.21763,3.87975,5.91504,9.45742,0.88054,6.57359,1.39839,8.67933,5.4483,-0.1119,13.48156,5.22681,9.74592,7.93351,0.35665,1.26798,0.83814,9.60027,2.15797,2.44805,10.64322,6.11389,6.51785,9.78902,9.78294,10.15428,7.99899,0.51349,3.53026,1.76805,9.0282,7.97883,12.03515,0.28862,6.13974,9.61329,-0.90225,-0.22559,0.50031,9.66102,5.49534,6.8587,3.84811,6.93653,1.93018,9.72148,6.26041,4.5207,4.64382,0.96991,6.20949,5.16256,10.25515,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-047,2.02303,1.4271,3.00442,0.81058,1.14229,6.92438,5.18161,1.7432,2.61576,1.8119,2.40258,2.04514,0.18712,4.38283,1.33185,3.21992,1.80506,-0.30083,-0.05569,4.29996,1.45865,0.96388,4.15471,1.18925,2.57567,1.74645,-0.11454,2.22653,2.32668,2.30543,1.26463,3.38333,1.78926,8.0491,8.21871,2.99055,2.39894,0.01222,1.97278,-0.65968,3.14846,1.6524,3.68084,0.42969,2.99582,-1.0813,2.59017,1.07781,0.82243,4.84834,-0.18576,2.96327,4.1991,0.32962,2.69416,1.67764,2.18129,1.0436,1.19186,6.25843,1.49811,3.72187,0.60822,5.53097,0.63039,4.75041,1.0868,0.7552,4.06566,7.80473,3.27751,1.94044,0.63027,3.56715,2.72256,0.90472,0.35212,3.37248,2.79969,3.97188,2.70757,2.46013,3.08919,1.92263,1.23385,2.92113,-0.95031,2.53899,-0.08868,1.81723,2.78241,2.20275,6.18751,11.87165,10.97895,1.53557,1.94194,1.67421,5.99139,2.87183,10.23801,7.20426,9.73477,1.97868,2.62062,12.10209,1.65142,7.65823,2.21311,8.27158,1.08021,5.83541,6.65211,0.27619,-0.76309,6.39547,0.65293,10.11519,0.18746,7.16607,6.13746,9.33905,8.12499,1.9878,5.01735,14.56455,8.27927,6.05743,1.19668,0.81973,0.6822,15.06857,3.88372,1.51384,8.88361,0.67659,5.70582,0.78604,8.42356,4.75402,-0.16409,11.99515,4.7334,9.07763,6.18309,0.03363,0.07534,0.52772,9.22416,1.67197,2.10973,10.10558,6.1352,6.1165,8.73711,9.096,9.04032,8.04243,0.10725,2.93307,2.15345,8.86867,6.58403,10.94514,0.67029,5.43413,11.22172,0.04463,-0.13325,0.51181,8.65177,3.26,6.31336,3.51635,5.93051,1.5651,9.1471,8.08196,3.82551,4.05954,0.24508,4.88642,5.12882,9.81038,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
3-009,2.85588,2.01235,3.0179,2.42442,1.3061,5.9298,5.80756,2.102,3.02328,2.22052,2.74366,2.06365,0.33905,4.03771,2.28666,3.71097,2.42541,0.08608,1.72828,5.60373,1.83274,3.19861,4.79268,1.5442,3.68851,1.83362,0.32146,3.06133,3.16547,2.44664,1.3506,2.97104,2.53501,8.2604,8.04597,3.35939,3.08575,0.01952,2.05662,-0.63634,5.16568,1.5118,3.86172,0.90638,2.7329,-1.02211,4.97793,2.87649,0.66054,5.00888,0.3484,3.67125,4.54826,1.98218,4.72784,3.42516,2.25132,1.32992,2.32173,5.42653,3.14032,4.39763,1.40057,6.41117,0.86967,4.67592,0.50666,1.40988,4.55029,7.75916,2.85467,1.98529,0.88213,3.85211,2.76369,1.51168,0.60015,2.63234,2.87166,6.24767,3.34804,2.46906,3.6295,1.73261,2.06327,2.81768,-0.76048,2.10557,0.38762,2.58395,2.99394,2.48633,6.47727,11.64535,10.06399,2.607,2.11565,2.96401,6.2574,3.20682,10.61509,7.61714,9.95418,2.08582,3.28676,12.61184,1.00286,7.14857,4.00085,8.20528,0.68475,5.93001,7.3954,0.71412,-0.46073,7.1273,0.76392,9.76259,1.00842,6.63328,5.6726,9.69391,8.95512,2.50736,4.9221,14.85132,8.30295,6.89501,1.81844,0.70701,1.31525,14.99392,3.95987,4.90715,10.55004,1.33422,6.39084,1.35902,8.33615,5.61537,-0.13222,12.18063,4.16222,9.62331,5.56864,0.01682,0.61154,1.14194,11.25339,1.53186,2.22708,11.16825,6.08372,6.12027,9.82724,12.3094,8.58115,6.72814,0.38833,4.79502,2.68998,9.23563,7.51591,12.35266,0.62687,5.57609,8.42916,-0.29526,-0.17621,0.13158,9.19463,5.16001,6.26515,4.36234,6.42356,1.53462,9.25349,7.51716,5.91434,4.74028,0.40195,5.91451,4.57525,10.1183,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-147,1.71212,2.27473,2.3094,1.27487,2.32442,5.41825,3.396,1.61951,2.91409,1.75042,2.89075,2.98707,0.4131,2.97396,1.07597,3.70487,2.29982,-0.09342,0.26846,4.56041,1.76977,1.00964,3.23398,1.09399,3.78057,2.48529,-0.0189,2.26275,2.19887,2.55146,0.70416,2.57037,2.59106,9.86434,7.80223,3.65066,1.86924,0.05903,1.83647,-0.36619,3.36797,2.13734,3.64481,0.73071,2.43675,-1.08752,3.3031,2.09096,0.37355,4.45777,0.46098,2.9573,4.24723,0.08072,4.5636,2.83504,2.09693,1.20844,-0.03382,5.34609,1.53672,2.84082,1.08437,6.09299,1.26035,4.95654,0.6029,1.09095,3.64934,7.27385,2.36755,1.88176,0.6208,3.46771,2.72858,0.18977,0.50201,2.77708,3.07744,3.72738,2.98831,2.64188,1.71507,1.80629,1.17244,3.53532,-0.77942,2.27967,0.82111,2.00463,3.13032,2.42666,12.01415,11.27247,9.60585,2.63174,2.25809,2.47856,5.90151,4.12636,10.91266,7.60788,9.88964,2.88746,2.36466,12.81141,0.74613,7.21847,1.81371,8.26179,0.69128,5.63659,6.46953,0.06004,-0.61438,6.57798,0.71264,10.04816,1.41956,7.57875,5.80115,9.49547,8.74563,1.70612,4.43942,15.2265,7.83003,5.79514,1.37527,0.67192,0.77626,14.56345,3.74752,5.30706,8.8545,0.71,5.52154,2.73585,8.49539,4.99548,-0.21539,12.78769,3.81117,9.06506,6.3619,0.62572,0.64971,0.46928,8.48825,1.73193,1.90884,9.62245,5.72159,6.76406,9.30086,9.48185,9.62603,6.94412,0.53428,2.67024,1.88425,8.77946,5.02558,10.71028,0.42534,5.3064,8.32517,-0.36049,-0.1361,0.48217,8.89078,2.40801,6.88732,3.71785,5.92624,1.59064,9.09985,6.9049,3.47319,3.59997,0.72206,5.23681,3.72048,9.98802,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
2-074,1.40933,1.72511,1.11406,0.63613,1.07378,5.44911,3.1118,2.38683,2.5743,1.67927,2.33833,1.86837,0.28175,4.3571,0.97878,3.68714,0.85987,-0.30769,0.71936,3.40145,1.77615,1.25426,2.80418,1.92636,2.94656,1.86876,-0.18306,1.88456,1.91215,2.35564,2.05404,2.90028,2.66517,7.45486,8.17814,3.9613,1.61179,0.06113,2.77564,-0.48597,2.60486,2.34045,3.88588,0.50571,3.15614,-1.30781,4.36211,1.7438,1.47643,4.61578,-0.23964,2.73134,3.39428,0.57137,2.7104,1.93545,1.87558,1.2111,0.08797,5.9895,1.1763,1.98497,1.45122,6.53763,1.08415,4.37851,0.88784,1.03646,3.14366,7.89904,2.95271,3.17848,0.95931,3.30644,2.67885,0.25034,3.04241,3.03109,2.5646,4.67879,3.0398,1.71777,2.35013,1.91122,2.48039,2.85842,-0.75704,3.3786,0.29342,2.21844,3.12332,2.80115,6.49882,11.06614,10.71478,2.0056,2.32554,2.0122,6.6296,3.69478,10.34755,7.72248,9.82691,1.58761,1.55648,12.22926,1.3193,9.31311,1.60997,8.28276,1.03873,6.36664,7.05625,0.56859,0.87567,6.42556,0.73068,10.99941,0.46581,6.67922,6.44345,9.59307,8.40283,2.18253,4.10233,16.02517,8.31691,5.90997,4.49544,0.92893,1.01336,16.34847,4.22367,4.41131,9.82563,1.05394,5.94761,0.88009,8.8311,5.21154,-0.00141,12.69815,4.36467,9.35505,6.53445,0.52006,0.66163,0.73463,8.86736,1.35915,2.43544,10.42654,6.63733,7.17373,8.1797,10.96903,9.83808,5.97357,0.57421,2.09501,2.95847,9.06649,5.06167,11.58765,0.49793,6.077,9.19791,0.12925,0.39058,0.51678,9.81768,2.86608,6.20082,3.98545,6.94927,1.48127,9.68971,7.8303,2.65536,3.26926,0.63542,4.72197,5.87508,10.05553,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
1-080,2.13838,1.48874,2.40988,0.72953,0.91973,6.31786,5.32393,1.76241,2.78846,4.15541,2.55528,3.3091,0.1286,3.45008,0.99016,4.03861,0.83751,-0.45904,0.0086,4.42071,1.67263,1.57463,3.65641,1.10912,3.38212,2.04686,-0.75041,1.73875,1.83606,2.37019,1.54813,1.78369,2.29154,7.6785,8.06799,2.51291,2.14024,-0.03659,2.09909,-0.70544,2.42282,1.73023,3.87657,0.12219,2.83758,-1.23232,3.22935,0.72801,0.65629,4.77529,0.86889,2.28137,4.42293,-0.00657,2.16676,2.96254,2.66949,1.25037,1.05739,5.48868,1.95893,4.19668,3.37767,6.06847,0.87419,4.7809,0.47621,0.63032,3.61361,7.51755,2.65944,2.38498,0.60298,3.06051,2.11262,0.51938,0.18521,2.51784,2.46214,3.81904,2.97773,2.83349,2.95842,1.53035,1.11758,3.02175,-0.76309,1.92181,0.43503,1.81694,2.86164,2.46433,6.15884,11.40653,10.1592,2.69959,2.03058,1.86935,5.78592,3.39923,10.05118,7.41866,9.28021,3.2054,3.21153,12.60258,1.02496,6.83487,1.61198,8.12405,0.43418,5.62351,6.34598,0.23017,-0.46858,7.12922,0.31261,10.25821,-0.64643,6.01193,5.94757,9.84167,8.59989,1.72294,5.04246,15.50228,8.08393,6.48111,1.48388,1.22964,0.56206,15.9413,3.79351,4.01583,9.0084,0.93086,5.83435,1.0437,8.6449,4.8859,-0.15299,12.2332,5.40004,9.26038,5.74532,0.66424,0.55264,0.27849,7.39302,1.56365,1.75523,10.28284,5.97419,5.49293,9.02634,7.88103,8.50922,6.43724,0.23155,2.20785,1.54911,8.82686,6.71671,11.18297,0.41513,6.25398,8.54102,-0.61323,1.09787,0.90922,9.94915,2.91257,6.45182,3.46992,6.03052,1.81143,9.47968,7.27296,2.394,3.36425,0.73902,5.18126,5.13669,10.46709,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
3-039,2.72732,2.02867,2.61091,0.97968,1.34594,7.47316,5.38376,1.36043,2.53851,2.59472,1.96122,3.20886,0.40849,3.75188,1.53631,3.68188,1.34082,-0.09798,-0.10145,5.58447,1.7984,1.72906,4.17266,1.41521,3.63346,2.12546,-0.26945,2.51563,2.5474,3.37892,1.30106,4.01623,2.51174,8.63146,8.0009,3.01815,2.75318,0.33027,2.34246,-0.55527,3.33414,2.24317,4.38176,0.84458,2.36315,-1.40641,3.83346,1.27345,0.59342,5.45069,0.31673,3.18509,3.65834,0.29245,3.80699,3.23896,2.09613,1.45364,1.47296,6.88518,2.61828,4.76808,3.28151,6.1276,0.78289,4.73197,0.88179,1.2088,4.05235,8.1988,2.59244,2.92187,0.99091,3.35517,2.52519,0.89939,1.19843,3.21305,2.8525,4.94352,3.58286,3.08194,4.21219,1.86621,1.79473,3.23102,-0.72323,3.36734,0.28288,2.75252,2.40044,3.01014,6.53099,11.85609,10.12425,2.39322,2.22168,3.35941,6.24917,2.65526,11.07231,7.13519,10.11072,3.2616,2.42049,12.74855,1.64158,7.91172,2.67562,8.33623,0.64662,6.83943,6.65519,0.24823,-0.64466,7.454,0.41342,9.63522,0.71701,7.08846,5.57911,8.8825,10.23698,2.65288,4.73425,14.93272,8.1899,7.17999,1.78681,1.51828,0.92758,13.3205,4.42747,6.78257,11.28233,1.24304,6.9118,1.5548,9.31249,5.52125,-0.07381,12.68186,4.43649,9.94428,7.74899,-0.0442,0.61425,0.26915,9.03403,1.67675,2.53416,10.19387,6.34628,6.20271,9.89763,9.12825,10.77389,7.55841,0.16772,3.12348,1.74792,8.63565,6.67378,11.83972,0.25548,8.23887,9.12054,-0.71658,-0.08944,0.45932,11.45156,3.75935,6.16731,4.4682,6.89821,1.48691,8.98088,7.67775,3.98365,4.1385,-0.00325,5.11237,4.75486,10.23834,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
1-105,1.87463,0.74134,2.81515,0.7475,1.06421,5.97856,5.1111,2.23493,3.07472,1.6208,4.02033,2.46872,0.28406,4.65761,1.28932,3.72103,0.85571,-0.36905,0.08401,4.58436,1.54773,1.48937,3.87266,1.11374,3.7047,1.63036,-0.80602,2.45228,2.04852,2.51671,0.85071,3.86352,2.42867,8.24312,8.11709,2.67888,2.60977,-0.05348,2.36107,-0.36732,2.72377,1.92137,3.8031,0.38935,2.19596,-1.27563,3.16901,1.31911,0.87004,5.1853,0.59512,3.20663,4.00287,-0.14369,2.86379,2.49957,2.67766,1.42676,1.16474,6.36323,2.43688,3.59041,2.35118,6.07077,0.26527,5.41252,0.76783,0.62846,4.15975,7.81437,3.12536,2.76932,0.55688,3.48417,2.64546,0.22607,0.12134,3.12317,2.53095,4.17414,3.33074,2.47525,2.63343,1.60694,1.24285,3.29897,-1.24845,2.86794,1.24732,2.51977,2.78263,2.65943,7.1882,12.95941,10.33211,2.58383,1.86907,1.9757,6.10312,2.65154,10.66114,7.0245,10.16643,2.33483,2.72101,12.76648,1.51973,7.87596,2.54626,8.46842,1.13613,6.60064,7.36022,0.48501,-0.79289,6.64838,0.61547,10.8966,0.69858,7.082,5.94064,10.02782,8.92442,2.15564,5.01627,15.43873,8.31524,6.92685,1.45407,1.28675,1.23636,15.75144,3.99545,5.94843,8.74908,1.42453,6.25402,1.43278,8.29787,5.11298,-0.1081,13.90355,3.8199,9.76977,6.90221,0.28998,0.7149,0.24846,9.92479,1.98885,2.69438,10.73008,6.17784,6.16573,9.33434,11.0524,10.06902,7.37449,0.28887,1.9942,1.54944,8.82432,6.90083,11.50127,0.3509,6.77982,8.46392,-0.72559,-0.23642,-0.15301,9.40111,2.1387,6.29113,3.91018,6.83311,1.40571,9.55993,7.48547,3.43596,3.97545,1.23657,5.38912,4.62546,10.19136,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
